,host_response_rate,host_listings_count,accommodates,latitude,longitude,guests_included,bathrooms,bedrooms,cleaning_fee,minimum_nights,maximum_nights,total_amenities_count,host_is_superhost,host_response_time,host_identity_verified,neighbourhood_group_cleansed,property_type,room_type,bed_type,instant_bookable,cancellation_policy,price
1524,100,123,2,47.61639391,-122.3148703,1,1.5,1,25.0,1,21,14,False,within an hour,False,Capitol Hill,House,Private room,Real Bed,True,strict_14_with_grace_period,79.14541666666645
1525,100,1,6,47.65847819,-122.3248497,3,1.0,2,88.0,2,10,23,False,within an hour,False,Other neighborhoods,Guest suite,Entire home/apt,Real Bed,False,flexible,140.5179166666667
1526,92,51,6,47.65465767,-122.34690719999999,2,1.0,2,90.0,28,1125,24,False,within an hour,True,Other neighborhoods,Apartment,Entire home/apt,Real Bed,False,strict_14_with_grace_period,221.99395833333344
1527,99,1276,6,47.60687142,-122.33758909999999,1,2.0,2,99.0,1,1125,35,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,962.6760416666666
1528,100,31,6,47.63489179999999,-122.37115729999998,4,1.0,2,130.0,2,1125,33,True,within an hour,False,Queen Anne,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,227.98989583333343
1529,99,521,5,47.61026975,-122.3407916,4,2.0,2,129.0,2,1125,21,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict,341.5850000000002
1530,100,3,3,47.63650301,-122.3401081,2,2.0,2,75.0,1,60,17,False,within a few hours,True,Cascade,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,167.02770833333335
1531,100,4,6,47.67572403,-122.32469280000001,6,1.5,3,150.0,2,1125,26,True,within an hour,True,Other neighborhoods,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,241.82145833333337
1532,100,3,1,47.66787155,-122.2991317,1,1.0,1,15.0,5,1125,11,False,within an hour,True,Other neighborhoods,House,Private room,Real Bed,False,moderate,53.30239583333332
1533,100,35,3,47.61747994,-122.31162720000002,2,1.0,1,60.0,2,12,21,False,within an hour,False,Capitol Hill,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,176.86197916666669
1534,100,9,3,47.62563445,-122.34970259999999,2,1.0,1,60.0,1,1125,32,True,within an hour,True,Queen Anne,Apartment,Entire home/apt,Real Bed,True,moderate,127.50718749999999
1535,100,3,8,47.60959625,-122.31643740000001,6,2.5,3,125.0,2,1124,29,True,within an hour,True,Central Area,Townhouse,Entire home/apt,Real Bed,False,strict_14_with_grace_period,254.5594791666665
1536,99,521,3,47.60740404,-122.3294586,2,1.0,0,89.0,2,1125,17,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict,168.51572916666697
1537,100,3,4,47.6108314,-122.31678219999999,2,1.0,2,150.0,30,90,41,True,within an hour,False,Central Area,Condominium,Entire home/apt,Real Bed,False,strict_14_with_grace_period,173.95479166666672
1538,100,7,2,47.56529412,-122.364493,1,1.0,1,50.0,1,1125,35,True,within an hour,True,Delridge,Townhouse,Private room,Real Bed,True,strict_14_with_grace_period,72.05677083333332
1539,90,3,2,47.59971182,-122.33557250000001,2,1.0,0,70.0,2,1125,27,True,within a day,True,Downtown,Loft,Entire home/apt,Real Bed,False,flexible,176.0051041666668
1540,100,1,2,47.6607924,-122.3265865,1,1.0,1,40.0,2,1125,20,False,within an hour,True,Other neighborhoods,Apartment,Entire home/apt,Real Bed,True,flexible,105.00916666666664
1541,100,1,4,47.71776177,-122.3664892,2,1.0,2,50.0,1,28,39,True,within an hour,True,Other neighborhoods,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,118.045625
1542,100,35,2,47.62625383,-122.3074493,1,1.0,0,50.0,2,12,22,False,within an hour,False,Capitol Hill,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,189.37208333333336
1543,100,1,2,47.65758911,-122.3543762,1,1.0,1,75.0,4,180,49,True,within an hour,True,Other neighborhoods,Guest suite,Entire home/apt,Real Bed,False,moderate,106.030625
1544,98,21,4,47.61451451,-122.34032920000001,2,1.0,0,65.0,1,27,25,False,within an hour,False,Downtown,Condominium,Entire home/apt,Real Bed,True,strict_14_with_grace_period,142.37989583333322
1545,100,1,4,47.56885192,-122.3788243,1,2.0,2,100.0,2,30,21,False,within a few hours,False,West Seattle,House,Entire home/apt,Real Bed,False,flexible,169.96927083333333
1546,100,1,4,47.60602523,-122.32939750000001,2,1.0,1,90.0,2,1125,34,False,within a day,False,Downtown,Apartment,Entire home/apt,Real Bed,False,moderate,155.44812500000006
1547,100,1,3,47.63676373,-122.3900297,1,1.0,2,100.0,1,1125,14,False,within a day,True,Magnolia,House,Entire home/apt,Real Bed,False,flexible,139.27864583333331
1548,0,4,2,47.53707724,-122.3908779,1,1.5,1,0.0,2,1125,21,True,a few days or more,True,West Seattle,Bed and breakfast,Private room,Real Bed,False,flexible,74.84010416666666
1549,100,4,2,47.62919445,-122.34094250000001,2,1.5,1,0.0,1,1125,7,False,within an hour,False,Cascade,Apartment,Entire home/apt,Real Bed,True,flexible,328.36520833333327
1550,99,152,2,47.61191565,-122.347895,1,1.0,0,75.0,30,1125,13,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,False,strict_14_with_grace_period,155.0380208333333
1551,100,2,1,47.68045144,-122.3112047,1,1.0,1,20.0,1,1125,14,True,within an hour,True,Other neighborhoods,House,Private room,Real Bed,False,moderate,54.62635416666663
1552,99,521,3,47.60940557,-122.3306938,2,1.0,1,89.0,2,1125,27,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict,197.67885416666672
1553,100,15,3,47.64239148,-122.3239406,1,1.0,1,55.0,1,1125,42,False,within an hour,False,Cascade,Apartment,Entire home/apt,Real Bed,True,moderate,129.91635416666654
1554,99,152,2,47.61513305,-122.3206213,2,1.0,1,75.0,2,1125,18,False,within an hour,False,Capitol Hill,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,160.63718749999995
1555,99,521,3,47.60731824,-122.3293033,2,1.0,0,89.0,2,1125,17,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict,168.41541666666697
1556,100,3,6,47.65417083,-122.32856509999998,1,2.5,3,75.0,5,60,69,True,within an hour,True,Other neighborhoods,House,Entire home/apt,Real Bed,False,moderate,244.2686458333333
1557,100,3,2,47.62010071,-122.31702179999999,1,1.0,1,35.0,1,7,32,True,within an hour,True,Capitol Hill,House,Private room,Real Bed,True,moderate,129.82583333333335
1558,100,2,2,47.66970236,-122.33071470000002,2,1.0,1,60.0,2,30,31,True,within an hour,False,Other neighborhoods,Guesthouse,Entire home/apt,Real Bed,True,moderate,101.78739583333332
1559,100,19,8,47.61572286,-122.3466257,6,2.0,3,197.0,1,365,45,False,within an hour,True,Downtown,Loft,Entire home/apt,Real Bed,True,super_strict_60,604.1101041666667
1560,100,2,3,47.60855466,-122.34453810000001,2,1.0,1,100.0,3,1125,49,True,within an hour,True,Downtown,Condominium,Entire home/apt,Real Bed,False,moderate,162.81458333333347
1561,100,40,2,47.62385762,-122.3177601,1,1.0,0,0.0,1,1125,24,False,within an hour,False,Capitol Hill,Aparthotel,Private room,Real Bed,True,moderate,59.43822916666667
1562,100,5,6,47.61787322,-122.3089425,4,1.0,2,85.0,2,1125,36,False,within an hour,False,Capitol Hill,Apartment,Entire home/apt,Real Bed,True,moderate,155.13083333333333
1563,100,1,4,47.61835981,-122.34540679999999,1,1.0,1,135.0,2,1125,20,False,within an hour,True,Downtown,Condominium,Entire home/apt,Real Bed,False,strict_14_with_grace_period,152.55125000000007
1564,100,2,5,47.52752235,-122.34324850000002,1,1.0,2,50.0,2,1125,25,True,within a few hours,True,Delridge,Guest suite,Entire home/apt,Real Bed,True,moderate,119.185
1565,100,123,2,47.54496089,-122.26923319999999,1,1.0,1,15.0,1,21,18,False,within an hour,False,Seward Park,House,Private room,Real Bed,True,strict_14_with_grace_period,50.32510416666667
1566,100,1,3,47.57177155,-122.4083118,1,1.0,0,25.0,2,28,38,True,within an hour,True,West Seattle,Apartment,Entire home/apt,Real Bed,False,strict_14_with_grace_period,107.48520833333325
1567,100,1,6,47.623302,-122.319976,2,2.5,2,43.0,2,1124,42,True,within a day,True,Capitol Hill,House,Entire home/apt,Real Bed,False,flexible,193.87354166666654
1568,100,1,1,47.62226297,-122.30837509999999,1,2.0,1,15.0,2,1125,14,False,within a day,False,Capitol Hill,House,Private room,Real Bed,False,flexible,82.08052083333338
1569,100,5,1,47.67915496,-122.31591780000001,1,1.0,1,20.0,1,30,16,False,within an hour,True,Other neighborhoods,House,Private room,Real Bed,True,flexible,50.422812499999985
1570,100,1,2,47.62536071,-122.29151780000001,2,1.0,1,20.0,3,90,29,True,within an hour,False,Central Area,Guesthouse,Entire home/apt,Real Bed,True,strict_14_with_grace_period,110.69843750000004
1571,100,3,2,47.54710714,-122.3823639,2,2.0,1,30.0,2,1125,25,False,within an hour,True,West Seattle,House,Private room,Real Bed,False,strict_14_with_grace_period,75.47749999999998
1572,100,3,3,47.63795405,-122.34045619999999,2,1.0,1,50.0,1,30,58,True,within an hour,False,Cascade,Houseboat,Entire home/apt,Real Bed,False,moderate,156.0858333333333
1573,100,2,2,47.70714521,-122.309959,1,1.0,1,0.0,2,1125,18,False,within an hour,False,Lake City,House,Private room,Real Bed,False,flexible,69.78354166666668
1574,99,521,3,47.61011188,-122.3304788,2,1.0,1,89.0,2,1125,27,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict,191.84541666666667
1575,0,1,2,47.62338253,-122.3138396,1,1.0,1,75.0,7,150,22,False,a few days or more,True,Capitol Hill,Apartment,Entire home/apt,Real Bed,False,flexible,124.75677083333332
1576,100,4,4,47.68778214,-122.3485961,2,1.0,2,100.0,2,365,21,False,within an hour,True,Other neighborhoods,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,150.56666666666678
1577,100,4,2,47.61180057,-122.3141614,1,1.0,1,25.0,1,1125,18,True,within an hour,True,Central Area,House,Private room,Real Bed,False,moderate,83.29864583333335
1578,100,2,2,47.6535854,-122.3854219,1,1.0,1,0.0,1,29,24,True,within an hour,False,Magnolia,House,Private room,Real Bed,True,flexible,71.70197916666665
1579,99,81,4,47.61328049,-122.32879650000001,4,1.0,2,135.0,1,365,15,False,within an hour,False,Downtown,Condominium,Entire home/apt,Real Bed,True,super_strict_30,184.17916666666667
1580,100,1,6,47.59250721,-122.3042587,1,2.5,3,150.0,1,30,22,False,within an hour,False,Central Area,House,Entire home/apt,Real Bed,True,strict_14_with_grace_period,233.26083333333332
1581,99,521,5,47.61015348,-122.32840459999998,4,2.0,2,129.0,2,1125,27,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict,344.9639583333342
1582,100,1,2,47.68324813,-122.33236959999999,2,1.0,1,40.0,1,7,30,False,within a few hours,True,Other neighborhoods,House,Private room,Real Bed,False,moderate,70.76239583333334
1583,100,3,1,47.69281515,-122.2853365,1,1.0,1,35.0,3,90,17,True,within a few hours,True,Other neighborhoods,House,Private room,Real Bed,False,moderate,55.0436458333333
1584,100,2,4,47.61463371,-122.34893259999998,2,1.0,1,65.0,3,100,30,True,within an hour,True,Downtown,Condominium,Entire home/apt,Real Bed,False,strict_14_with_grace_period,154.24489583333335
1585,100,4,4,47.654861700000005,-122.33997620000001,1,1.0,2,80.0,2,1125,24,True,within an hour,False,Other neighborhoods,Apartment,Entire home/apt,Real Bed,True,moderate,138.23156250000008
1586,100,1,6,47.53898625,-122.2779913,2,1.0,1,60.0,2,1125,40,False,within an hour,True,Rainier Valley,House,Entire home/apt,Real Bed,False,moderate,121.41083333333337
1587,99,4,2,47.6069092,-122.33753119999999,2,1.0,0,50.0,2,1125,23,False,within an hour,True,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,158.28677083333324
1588,98,61,3,47.61264586,-122.32906399999999,2,1.0,1,125.0,1,28,36,False,within an hour,False,Downtown,Condominium,Entire home/apt,Real Bed,False,strict_14_with_grace_period,166.47656250000009
1589,100,6,4,47.68282231,-122.3770761,3,1.0,1,95.0,3,1125,47,True,within an hour,True,Ballard,Apartment,Entire home/apt,Real Bed,False,strict_14_with_grace_period,142.3423958333333
1590,100,1,2,47.66830802,-122.3652513,1,1.0,1,30.0,1,1125,48,True,within an hour,True,Ballard,Townhouse,Private room,Real Bed,False,moderate,69.86958333333335
1591,100,1,4,47.56027802,-122.28255459999998,2,1.0,1,30.0,2,10,29,True,within an hour,True,Rainier Valley,Guest suite,Entire home/apt,Real Bed,True,moderate,97.89364583333335
1592,99,1276,6,47.60741188,-122.3391669,1,2.0,2,109.0,2,1125,36,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,992.3318749999999
1593,100,123,2,47.62017448,-122.35462109999999,1,1.0,1,40.0,1,21,25,False,within an hour,False,Queen Anne,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,119.26343750000005
1594,89,1,4,47.67586064,-122.388985,2,1.0,2,80.0,2,1125,18,False,within a day,False,Ballard,Condominium,Entire home/apt,Real Bed,False,flexible,130.37062500000005
1595,100,1,8,47.53969552,-122.35338200000001,6,2.0,3,25.0,1,1125,36,False,within an hour,True,Delridge,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,208.18666666666675
1596,100,2,2,47.654991100000004,-122.3509395,1,1.0,0,0.0,2,30,12,False,within an hour,False,Other neighborhoods,Guesthouse,Entire home/apt,Real Bed,True,flexible,103.459375
1597,100,3,3,47.654871299999996,-122.35325549999999,2,1.0,1,40.0,2,7,42,True,within an hour,True,Other neighborhoods,House,Private room,Real Bed,False,moderate,76.18260416666661
1598,100,2,2,47.52830535,-122.36143490000002,1,1.5,1,15.0,2,1125,29,True,within an hour,True,Delridge,Townhouse,Private room,Real Bed,False,flexible,53.1415625
1599,94,5,4,47.61360018,-122.32685020000001,1,1.0,1,80.0,1,1125,20,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,135.0569791666667
1600,17,3,4,47.62300092,-122.3204223,1,2.0,2,350.0,1,1125,14,False,a few days or more,False,Capitol Hill,House,Entire home/apt,Real Bed,False,flexible,279.6207291666666
1601,100,57,1,47.62383897,-122.3217601,1,0.5,1,75.0,3,90,22,False,within a few hours,True,Capitol Hill,House,Shared room,Real Bed,False,strict_14_with_grace_period,49.60989583333334
1602,100,1,2,47.66108631,-122.39911709999998,1,1.0,1,10.0,1,1125,13,True,within an hour,True,Magnolia,Townhouse,Private room,Real Bed,False,flexible,79.33854166666669
1603,100,5,4,47.60773538,-122.33997649999999,2,1.0,1,45.0,1,1125,34,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,136.00459821428578
1604,100,15,3,47.67164249,-122.29113400000001,2,1.0,1,200.0,5,1125,42,False,within an hour,True,Other neighborhoods,House,Entire home/apt,Real Bed,False,strict_14_with_grace_period,169.5094791666666
1606,100,1,1,47.6361686,-122.3424393,1,1.0,1,70.0,2,180,21,True,within an hour,True,Cascade,Apartment,Private room,Futon,False,flexible,86.48760416666666
1607,100,131,2,47.63087135,-122.3409537,1,1.0,1,75.0,2,1125,43,True,within an hour,False,Cascade,Serviced apartment,Entire home/apt,Real Bed,True,flexible,106.16854166666684
1608,100,3,6,47.64959065,-122.3473184,4,1.5,3,115.0,2,1125,36,True,within an hour,False,Other neighborhoods,House,Entire home/apt,Real Bed,False,moderate,200.90468749999997
1609,100,5,4,47.54206147,-122.28850209999999,1,1.0,1,50.0,1,1125,15,False,within an hour,False,Beacon Hill,House,Private room,Real Bed,True,moderate,71.4697916666667
1610,100,1,5,47.623500899999996,-122.32431499999998,4,1.0,2,60.0,1,31,16,True,within an hour,False,Capitol Hill,House,Entire home/apt,Real Bed,True,strict_14_with_grace_period,155.49822916666665
1611,100,2,3,47.59475027,-122.30190859999999,2,1.0,1,40.0,1,15,19,True,within an hour,True,Central Area,Townhouse,Private room,Real Bed,True,moderate,78.82125
1612,99,521,3,47.61558731,-122.3344459,2,1.0,1,89.0,2,1125,28,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict,264.5952083333326
1613,99,14,2,47.62292703,-122.35828159999998,2,1.0,1,75.0,2,1125,38,False,within an hour,False,Queen Anne,Serviced apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,128.4509375000001
1614,100,1,3,47.67014632,-122.30871299999998,1,1.0,1,50.0,2,1125,38,True,within an hour,True,University District,Apartment,Entire home/apt,Real Bed,False,moderate,98.3725
1615,100,1,4,47.71771877,-122.30909209999999,1,1.0,2,45.0,2,30,25,False,within a few hours,False,Lake City,House,Entire home/apt,Real Bed,False,flexible,100.4539583333333
1616,100,2,1,47.69576526,-122.34927809999999,1,1.0,1,35.0,3,1125,15,True,within an hour,True,Other neighborhoods,Townhouse,Private room,Real Bed,True,moderate,57.44208333333335
1617,100,2,5,47.52836379,-122.28088670000001,1,2.0,4,150.0,1,14,15,False,within a few hours,False,Beacon Hill,House,Entire home/apt,Real Bed,False,flexible,257.47968750000007
1618,100,1,2,47.66756689,-122.3105095,1,1.0,0,60.0,2,30,27,True,within an hour,True,University District,Apartment,Entire home/apt,Real Bed,True,moderate,97.00364583333332
1619,100,1,2,47.50514488,-122.3750945,1,1.0,1,20.0,2,12,13,False,within a day,False,West Seattle,House,Private room,Real Bed,True,flexible,61.979270833333324
1620,88,1,2,47.71712067,-122.3356788,2,1.0,1,40.0,1,90,43,True,within a few hours,True,Northgate,Apartment,Entire home/apt,Real Bed,False,moderate,97.3923958333333
1621,25,1,5,47.64609021,-122.4158477,4,2.0,2,50.0,2,1125,24,True,a few days or more,True,Magnolia,House,Entire home/apt,Real Bed,True,strict_14_with_grace_period,231.71197916666665
1622,100,1,2,47.67720448,-122.35598,2,1.0,1,40.0,1,21,32,True,within an hour,True,Other neighborhoods,Guest suite,Entire home/apt,Real Bed,True,strict_14_with_grace_period,89.16385416666664
1623,100,1,3,47.63200285,-122.37173370000001,1,1.0,1,125.0,1,365,57,True,within an hour,True,Queen Anne,House,Entire home/apt,Real Bed,False,moderate,160.71520833333327
1624,100,1,3,47.5914084,-122.3018396,2,1.0,1,40.0,1,1125,43,True,within an hour,False,Central Area,House,Private room,Real Bed,True,moderate,82.099375
1625,100,1,2,47.59333317,-122.29490179999999,1,1.0,0,40.0,2,5,26,True,within an hour,True,Central Area,House,Entire home/apt,Real Bed,False,moderate,96.69500000000004
1626,99,8,2,47.60153537,-122.33324669999999,1,1.0,1,10.0,1,1125,13,False,within an hour,False,Downtown,Apartment,Entire home/apt,Real Bed,True,strict_14_with_grace_period,171.058139880952
1627,100,2,5,47.69457626,-122.3640543,2,1.0,2,75.0,3,31,36,True,within a few hours,True,Other neighborhoods,House,Entire home/apt,Real Bed,True,strict_14_with_grace_period,164.60906249999996
1628,100,44,4,47.61449464,-122.3330501,1,1.0,1,98.0,1,1125,22,False,within a few hours,False,Downtown,Condominium,Entire home/apt,Real Bed,False,strict_14_with_grace_period,183.07645833333328
1629,50,1,4,47.50720109,-122.2599652,2,2.0,1,5.0,1,1125,48,False,within a day,False,Rainier Valley,House,Private room,Real Bed,False,strict_14_with_grace_period,96.57749999999993
